year,interval,id,k,precision_at_k,recall_at_k
2023,0,Top10,10,0.3,0.009523809523809525
2023,0,Top20,20,0.2,0.012698412698412698
2023,0,Claim Rate,237,0.10126582278481013,0.0761904761904762
2023,0,Top10,10,0.2,0.006349206349206349
2023,0,Top20,20,0.2,0.012698412698412698
2023,0,Claim Rate,237,0.10548523206751055,0.07936507936507936
2023,0,Top10,10,0.4,0.012698412698412698
2023,0,Top20,20,0.2,0.012698412698412698
2023,0,Claim Rate,237,0.10970464135021098,0.08253968253968254
2023,0,Top10,10,0.2,0.006349206349206349
2023,0,Top20,20,0.15,0.009523809523809525
2023,0,Claim Rate,237,0.10970464135021098,0.08253968253968254
2023,0,Top10,10,0.4,0.012698412698412698
2023,0,Top20,20,0.3,0.01904761904761905
2023,0,Claim Rate,237,0.10970464135021098,0.08253968253968254
2023,90,Top10,10,0.2,0.006349206349206349
2023,90,Top20,20,0.15,0.009523809523809525
2023,90,Claim Rate,237,0.0970464135021097,0.07301587301587302
2023,90,Top10,10,0.3,0.009523809523809525
2023,90,Top20,20,0.15,0.009523809523809525
2023,90,Claim Rate,237,0.12236286919831224,0.09206349206349207
2023,90,Top10,10,0.3,0.009523809523809525
2023,90,Top20,20,0.2,0.012698412698412698
2023,90,Claim Rate,237,0.10548523206751055,0.07936507936507936
2023,90,Top10,10,0.2,0.006349206349206349
2023,90,Top20,20,0.2,0.012698412698412698
2023,90,Claim Rate,237,0.10126582278481013,0.0761904761904762
2023,90,Top10,10,0.2,0.006349206349206349
2023,90,Top20,20,0.2,0.012698412698412698
2023,90,Claim Rate,237,0.10126582278481013,0.0761904761904762
2023,180,Top10,10,0.2,0.006349206349206349
2023,180,Top20,20,0.15,0.009523809523809525
2023,180,Claim Rate,237,0.09282700421940929,0.06984126984126984
2023,180,Top10,10,0.0,0.0
2023,180,Top20,20,0.05,0.0031746031746031746
2023,180,Claim Rate,237,0.10548523206751055,0.07936507936507936
2023,180,Top10,10,0.1,0.0031746031746031746
2023,180,Top20,20,0.1,0.006349206349206349
2023,180,Claim Rate,237,0.10970464135021098,0.08253968253968254
2023,180,Top10,10,0.2,0.006349206349206349
2023,180,Top20,20,0.2,0.012698412698412698
2023,180,Claim Rate,237,0.11814345991561181,0.08888888888888889
2023,180,Top10,10,0.1,0.0031746031746031746
2023,180,Top20,20,0.05,0.0031746031746031746
2023,180,Claim Rate,237,0.0970464135021097,0.07301587301587302
2023,360,Top10,10,0.1,0.0031746031746031746
2023,360,Top20,20,0.1,0.006349206349206349
